stores,,,,,,,,,,,,,,,,
MONTH,CITY,STORE,STATUS,ZONE MAPPING,ORDER COUNT,CART SALES,DISCOUNT,NET REVENUE,IDEAL FOOD COST,GROSS MARGIN,KITCHEN EBITDA,VARIANCE,REVENUE COHORT,CM COHORT,EBITDA CATEGORY,EBITDA COHORT
Oct-2023,Pune,Stephenson Ltd,Active,East,7935,3432397.59,563844.84,2994845.81,906045.45,1989315.14,792796.35,28172.11,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%
Nov-2023,Pune,Stephenson Ltd,Active,East,10034,3932459.68,1175865.98,2835276.32,1194053.5,1570439.43,306713.19,23982.96,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Dec-2023,Pune,Stephenson Ltd,Active,East,8569,3116871.3,499483.68,2676327.13,987251.14,1574213.87,195782.71,10294.33,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%
Jan-2024,Pune,Stephenson Ltd,Active,East,10612,3475307.8,783590.59,2781855.29,1174181.72,1509088.01,162834.72,23366.23,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%
Feb-2024,Pune,Stephenson Ltd,Active,East,8458,4050158.21,688132.17,3428432.53,1585144.54,1749133.7,383817.86,22802.22,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%
Mar-2024,Pune,Stephenson Ltd,Active,East,7916,2739146.16,559542.56,2292675.36,1032666.53,1174545,-131619.52,29436.03,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Oct-2023,Mumbai,Byrd-Brown,Active,North,13852,6447255.18,1110612.93,5441228.23,1826131.47,3489766.09,2113766.69,25041.88,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%
Nov-2023,Mumbai,Byrd-Brown,Active,North,10626,3823807.85,1054450.17,2830805.01,1161676.4,1543221.16,174965.09,14647.61,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%
Dec-2023,Mumbai,Byrd-Brown,Active,North,7287,3026642.52,797957.26,2299983.67,863704.19,1294895.41,-121029.73,23688.74,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Jan-2024,Mumbai,Byrd-Brown,Active,North,9535,3764482.63,1035435.12,2811099.35,858212.69,1859322,634544.57,18110.53,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%
Feb-2024,Mumbai,Byrd-Brown,Active,North,7073,3406963.52,514577.17,3026872.7,1133213.43,1827565.04,573272.31,12739.07,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%
Mar-2024,Mumbai,Byrd-Brown,Active,North,11426,3645557.67,1065674.83,2638978.72,858946.56,1678080.16,167827.91,16999.55,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%
Oct-2023,Pune,Greene-Carpenter,Inactive,West,14359,5829824.15,1492742.07,4417419.36,1994448.72,2273109.68,963408.1,24048.9,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Nov-2023,Pune,Greene-Carpenter,Inactive,West,11146,5395210.03,1131531.21,4345969.3,2011611.92,2250369.06,846893.74,10255.77,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Dec-2023,Pune,Greene-Carpenter,Inactive,West,13512,4629483.8,1153027.68,3586305.21,1524935.78,1999755.6,757716.16,22742.33,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Jan-2024,Pune,Greene-Carpenter,Inactive,West,8858,3510697.78,962878.62,2661049.7,916637.22,1603965.55,29612.75,26442.92,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Feb-2024,Pune,Greene-Carpenter,Inactive,West,8405,3821320.65,987534.06,2959824.61,1356773.51,1496681.61,163986.06,20514.24,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%
Mar-2024,Pune,Greene-Carpenter,Inactive,West,12974,4441911.76,684419.28,3873464.3,1140612.93,2658541.21,1264410.04,26058.18,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%
Oct-2023,Pune,Orozco Group,Active,West,13571,4775141.14,987048.82,3862166.27,1617870.96,2148083.59,749155.66,26874.3,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%
Nov-2023,Pune,Orozco Group,Active,West,8552,3774829.42,662059.81,3172859.84,1287745.2,1773578.42,310001.8,10493.65,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%
Dec-2023,Pune,Orozco Group,Active,West,8242,2766538.34,601672.31,2289338.63,682741.92,1551414.9,253459.76,16407.32,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Jan-2024,Pune,Orozco Group,Active,West,13217,5571093.64,1586670.56,4050946.14,1279800.34,2633554.57,1227370.69,20074.99,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%
Feb-2024,Pune,Orozco Group,Active,West,14604,6221602.75,940157.71,5382681.97,2396933.87,2906831.59,1573178.62,17134.85,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Mar-2024,Pune,Orozco Group,Active,West,8713,3476748.13,945340.77,2627091.03,767969.95,1774319.03,546834.48,25128.21,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Oct-2023,Bangalore,"Rojas, Allen and Lindsey",Active,North,9915,3412484.48,721069.63,2809009.69,893823.42,1805703.72,421876.76,28352.52,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Nov-2023,Bangalore,"Rojas, Allen and Lindsey",Active,North,9211,3097410.02,915197.51,2225230.65,716628.02,1419610.61,-40439.03,15746.86,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%
Dec-2023,Bangalore,"Rojas, Allen and Lindsey",Active,North,11910,4592739.24,1353040.55,3274397.96,1339390.7,1799267.37,405396.27,23752.02,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%
Jan-2024,Bangalore,"Rojas, Allen and Lindsey",Active,North,9567,3083601.22,794283.96,2363941.84,1087231.92,1168320.11,-137687.03,18353.06,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%
Feb-2024,Bangalore,"Rojas, Allen and Lindsey",Active,North,14471,5167795.44,1464384.87,3800810.47,1826385.58,1851941.94,501076.04,21054.04,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%
Mar-2024,Bangalore,"Rojas, Allen and Lindsey",Active,North,9828,3549142.48,1029776.32,2604220.64,889667.13,1601970.16,268987.98,14208.89,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Oct-2023,Hyderabad,Vincent Inc,Active,West,14227,4303549.17,866528.07,3502730.9,1517842.58,1922173.15,466991.51,26973.1,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%
Nov-2023,Hyderabad,Vincent Inc,Active,West,7523,2907288.93,611079.36,2368567.59,882673.17,1432135.76,59497.52,23150.99,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%
Dec-2023,Hyderabad,Vincent Inc,Active,West,14234,5704654.2,1705622.93,4081098.95,1415127.84,2553426.05,1063424.59,25917.31,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%
Jan-2024,Hyderabad,Vincent Inc,Active,West,9828,3184724.53,772323.97,2478528.83,962059.31,1419994.13,-7291.03,22653.3,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%
Feb-2024,Hyderabad,Vincent Inc,Active,West,12978,4205273.93,642057.05,3662930.66,1092280.74,2500693.11,1160349.75,25417.96,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Mar-2024,Hyderabad,Vincent Inc,Active,West,8437,2737092.35,791324.78,2072008.53,772550.16,1167402.49,-346330.06,12624.89,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%
Oct-2023,Bangalore,Snyder Inc,Active,North,10848,5404645.96,1126835.33,4370613.16,1688759.85,2568936.34,1332484.94,16933.12,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%
Nov-2023,Bangalore,Snyder Inc,Active,North,9601,3964516.01,1102869.34,2918690.52,1228321.15,1617657.01,151355.23,15755.15,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%
Dec-2023,Bangalore,Snyder Inc,Active,North,10161,4984993.68,1136805,3909557.92,1587527.47,2257850.19,753716.49,29733.22,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%
Jan-2024,Bangalore,Snyder Inc,Active,North,8092,3819111.9,872261.39,3065852.95,1390368.52,1592008.66,278253.43,24778.52,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%
Feb-2024,Bangalore,Snyder Inc,Active,North,10285,4480816.95,1040376.87,3491004.81,1319898.72,2051966.97,598650.92,21218.44,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%
Mar-2024,Bangalore,Snyder Inc,Active,North,10714,4199801.47,1085744.37,3186439.74,1253706.7,1828748.88,329158.22,16278.49,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Oct-2023,Pune,Hodges-Roy,Active,West,11293,3460171.85,777483,2769556.3,1297785.11,1348115.86,79968.83,23592.7,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%
Nov-2023,Pune,Hodges-Roy,Active,West,10656,4456300.37,962272.89,3564607.73,1555494.54,1913030.78,480598.56,12730.77,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Dec-2023,Pune,Hodges-Roy,Active,West,13755,5133784.17,1407463.74,3813641.32,1371628.09,2326584.5,1071200.08,25565.47,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%
Jan-2024,Pune,Hodges-Roy,Active,West,10916,3467986.7,947920.36,2566387.18,1118406.78,1352086.43,83353.88,26577.24,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Feb-2024,Pune,Hodges-Roy,Active,West,7107,2426129.15,704315.35,1779097.85,696693.67,990047.86,-366074.37,22733.71,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%
Mar-2024,Pune,Hodges-Roy,Active,West,12297,4028922.15,837460.44,3349361.56,1232321.05,2046532.09,743212.94,15249.86,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%
Oct-2023,Ahmedabad,"Atkinson, Hale and Bowen",Inactive,East,13671,6185905.17,1348252.14,4950054.09,2059816.32,2745027.95,1445988.05,15046.39,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Nov-2023,Ahmedabad,"Atkinson, Hale and Bowen",Inactive,East,7481,3284705.56,958211.74,2403671.41,1001028.35,1315925.16,-31735.38,29225.92,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
Dec-2023,Ahmedabad,"Atkinson, Hale and Bowen",Inactive,East,7441,3003259.06,780590.29,2316098.81,740894.53,1429760.37,109530.56,18145.94,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Jan-2024,Ahmedabad,"Atkinson, Hale and Bowen",Inactive,East,7625,3395919.49,620131.3,2912032.7,913640.5,1908482.73,670493.94,23649.22,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%
Feb-2024,Ahmedabad,"Atkinson, Hale and Bowen",Inactive,East,14646,4713172.18,1143173.92,3685711.24,1273952.06,2350547.6,1146805.37,21494.53,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%
Mar-2024,Ahmedabad,"Atkinson, Hale and Bowen",Inactive,East,10352,4154197.99,1159579.22,3082534.18,1034666.75,1982503.12,687659.2,26689.43,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%
Oct-2023,Mumbai,Pace Inc,Inactive,South,7898,2631461.19,783695.34,1913149.75,586854.78,1260971.28,-214326.91,25056.62,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%
Nov-2023,Mumbai,Pace Inc,Inactive,South,8440,3102054.33,766199.9,2394959.9,1132339.82,1155924.42,-251388.29,17795.3,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
Dec-2023,Mumbai,Pace Inc,Inactive,South,12301,5765820.15,1315551.79,4547652.99,1340578.64,3133695.66,1784675.65,15908.16,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%
Jan-2024,Mumbai,Pace Inc,Inactive,South,9414,3634548.32,889217.84,2828297.29,939974.27,1823465.17,466675.94,21890.63,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Feb-2024,Mumbai,Pace Inc,Inactive,South,14202,4355849.8,1130066.8,3280119.85,1414404.48,1765538.37,403122.62,13139.06,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%
Mar-2024,Mumbai,Pace Inc,Inactive,South,8850,3488862.69,1044855.45,2541340.79,793060.37,1655616.89,322722.69,29070.51,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%
Oct-2023,Pune,Carter-Meyers,Inactive,South,14101,5739397.94,872484.58,4920295.56,1785810.87,2995796.72,1721944.06,22850.23,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%
Nov-2023,Pune,Carter-Meyers,Inactive,South,14399,5143333.79,1541840.05,3731456.82,1666251.3,2001198.67,796469.38,10402.45,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%
Dec-2023,Pune,Carter-Meyers,Inactive,South,9572,3374673.83,578715.77,2914556.84,1072611.35,1783419.69,303553.48,22717.53,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%
Jan-2024,Pune,Carter-Meyers,Inactive,South,7126,3346337.84,649877.76,2769414.38,846975.38,1863852.77,577506.02,25691.75,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Feb-2024,Pune,Carter-Meyers,Inactive,South,14001,5873631.76,1467648.26,4504739.88,1679998.46,2678687.39,1443074.03,15219.99,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Mar-2024,Pune,Carter-Meyers,Inactive,South,14572,6963173.27,1504243.66,5539861.45,2089045.04,3389014.4,2110193.58,16624.53,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Oct-2023,Hyderabad,Robinson and Sons,Active,South,13697,6434854.85,1637081.44,4925748.02,1463133.69,3316351.88,1999852.78,23422.37,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Nov-2023,Hyderabad,Robinson and Sons,Active,South,14153,5177335.58,1061587.3,4200849.66,1483659.99,2632466.99,1217734.71,21854.51,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%
Dec-2023,Hyderabad,Robinson and Sons,Active,South,14577,4838768.63,1008923.64,3929796.3,1280064.66,2588556.92,1311931.22,22849.33,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%
Jan-2024,Hyderabad,Robinson and Sons,Active,South,10798,4567257.81,845510.92,3792525.46,1608450.62,2111854.94,737682.51,23115.83,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Feb-2024,Hyderabad,Robinson and Sons,Active,South,7851,3284523.14,657013.19,2727946.12,1124347.32,1498312.81,148446.7,26724.89,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%
Mar-2024,Hyderabad,Robinson and Sons,Active,South,10098,3401676.69,655597.53,2823798.19,872050,1867770,420285.26,12919.17,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%
Oct-2023,Mumbai,"Evans, Soto and Williams",Active,East,9533,3140426.03,799589.73,2410889.93,1155418,1171319.66,-59423.12,13003.13,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Nov-2023,Mumbai,"Evans, Soto and Williams",Active,East,14473,4679901.55,959001.68,3794211.44,1633997.1,2014923.71,590561.81,23745.85,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Dec-2023,Mumbai,"Evans, Soto and Williams",Active,East,7865,2902556.71,617814.69,2406833.5,941971.69,1414616.18,30280.15,25877.66,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%
Jan-2024,Mumbai,"Evans, Soto and Williams",Active,East,11731,4773205.18,1280703.61,3564431.85,1166299.89,2330654.21,916049.69,28262,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Feb-2024,Mumbai,"Evans, Soto and Williams",Active,East,10694,4131575.56,655490.4,3587029.08,1279673.01,2173018.55,709997.06,26569.13,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Mar-2024,Mumbai,"Evans, Soto and Williams",Active,East,8607,4241052.94,640481.45,3654179.71,1128451.94,2459912.44,1017434.13,12229.38,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%
Oct-2023,Mumbai,Smith-Taylor,Inactive,South,8382,3077871.46,798664.86,2350836.92,707005.49,1560532.85,97244.27,24862.78,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%
Nov-2023,Mumbai,Smith-Taylor,Inactive,South,11747,5337865.15,1500553.47,3902808.48,1217654.21,2632044.81,1302102.37,10172.88,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%
Dec-2023,Mumbai,Smith-Taylor,Inactive,South,11989,5008840.39,1105958.89,3958601.62,1185065.61,2680173.32,1344633.13,26706,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%
Jan-2024,Mumbai,Smith-Taylor,Inactive,South,14978,7471638.14,1942867.95,5625338.23,1924863.11,3621343.78,2062617.15,25151.83,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Feb-2024,Mumbai,Smith-Taylor,Inactive,South,9832,3313659.95,567750.45,2831331.87,1285221.93,1487291.85,229150.64,24855.78,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Mar-2024,Mumbai,Smith-Taylor,Inactive,South,14558,5486474.43,963834.51,4563754.23,1597382.29,2828973.38,1327906.88,18623.29,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%
Oct-2023,Pune,Mendez and Sons,Inactive,East,8172,3880849.63,951724.86,3048357.9,1431327.02,1480409.81,112559.8,10487.97,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%
Nov-2023,Pune,Mendez and Sons,Inactive,East,13566,5408195.42,1322815.35,4176508.57,1463568.6,2576418.05,1170457.3,24871.38,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Dec-2023,Pune,Mendez and Sons,Inactive,East,14965,5573229.44,1401658,4225499.2,1622399.25,2546209.86,1114627.3,13621.5,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Jan-2024,Pune,Mendez and Sons,Inactive,East,9436,3584564.66,694896.62,2972654.02,1043388.59,1854050.03,472752.51,13942.65,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%
Feb-2024,Pune,Mendez and Sons,Inactive,East,10906,5443769.81,1109860.47,4378902.55,1298291.6,2984472,1716485.73,22072.49,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%
Mar-2024,Pune,Mendez and Sons,Inactive,East,12276,5412537.24,1169338.39,4298283.46,1602882.81,2554559.28,1317343.52,22209.09,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Oct-2023,Mumbai,Ford Group,Inactive,East,14450,7112712.01,1206648.97,5963878.65,2797857.29,3057282.43,1879056.76,13373.34,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Nov-2023,Mumbai,Ford Group,Inactive,East,11905,3908584.1,680388.61,3315712.18,1602729.17,1577890.65,403822.79,26027.21,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Dec-2023,Mumbai,Ford Group,Inactive,East,11923,3756337.06,800315.34,3052644.05,1370955.22,1601501.41,10962.8,24575.56,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%
Jan-2024,Mumbai,Ford Group,Inactive,East,10317,4854775.74,1274132.48,3714863.24,1430479.39,2148926.67,866645.43,17233.33,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Feb-2024,Mumbai,Ford Group,Inactive,East,7567,3118470.73,620991.75,2568112.03,747663.84,1723217.65,315461.57,15230.73,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%
Mar-2024,Mumbai,Ford Group,Inactive,East,11261,3564981.41,635795.53,3027309.31,1361438.87,1518652.67,119246.92,26720.58,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Oct-2023,Mumbai,"Smith, Duffy and White",Inactive,North,9323,3130520.39,704418.92,2517812.64,876542.58,1534849.02,220398.36,17328.23,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Nov-2023,Mumbai,"Smith, Duffy and White",Inactive,North,9240,3858193.78,870590.45,3033095.92,1441083.55,1540929.54,181382.33,28088.77,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%
Dec-2023,Mumbai,"Smith, Duffy and White",Inactive,North,9748,3477207.02,726841.91,2848857.67,1124579.97,1652739.04,353642.62,27322.55,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%
Jan-2024,Mumbai,"Smith, Duffy and White",Inactive,North,11014,3733526.08,1062851.9,2714693.11,904124.59,1708951.88,430370.51,25707.82,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%
Feb-2024,Mumbai,"Smith, Duffy and White",Inactive,North,7154,2566667.28,444356.77,2204940.94,931355.56,1153486.02,-167346.92,20600.47,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%
Mar-2024,Mumbai,"Smith, Duffy and White",Inactive,North,9581,2934579.34,582138.55,2463109.61,957912.24,1414092.41,75130.01,20374.14,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%
Oct-2023,Bangalore,"Smith, Mcclain and Edwards",Active,West,9798,3824435.76,918607.14,2991031.16,1342131.19,1534327.75,112887.71,28993.67,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%
Nov-2023,Bangalore,"Smith, Mcclain and Edwards",Active,West,11654,4542623.27,1245825.07,3403319.79,1499506.04,1762005.58,284579.12,26648.94,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Dec-2023,Bangalore,"Smith, Mcclain and Edwards",Active,West,10133,3894282.15,1017836.95,2976611.46,1391255.65,1523925.05,243265.66,18422.09,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%
Jan-2024,Bangalore,"Smith, Mcclain and Edwards",Active,West,13575,5214648.31,785589.5,4468807.89,2060830.97,2303641.53,1071528.87,21614.14,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%
Feb-2024,Bangalore,"Smith, Mcclain and Edwards",Active,West,10765,4845155.58,1156655.06,3770435.34,1274163.81,2379114.12,1175413.22,21684.95,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%
Mar-2024,Bangalore,"Smith, Mcclain and Edwards",Active,West,14983,6466624.91,1035534.97,5486767.98,1894499.37,3501489.54,2179528.24,13527.4,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Oct-2023,Hyderabad,Manning-Acosta,Inactive,East,14874,7016862.6,1906484.61,5191573.26,1925468.3,3177019.79,1839271.57,15685.73,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%
Nov-2023,Hyderabad,Manning-Acosta,Inactive,East,9443,3791677.86,632274.78,3236180.47,1119702.37,2003119.8,525891.22,19464.64,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Dec-2023,Hyderabad,Manning-Acosta,Inactive,East,8534,3763631.21,1005519.15,2823221.58,857216.29,1875363.4,513233.1,17662.06,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Jan-2024,Hyderabad,Manning-Acosta,Inactive,East,8430,4047819.16,969130.89,3212845.89,1337559.23,1752696.39,412104.92,19253.54,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%
Feb-2024,Hyderabad,Manning-Acosta,Inactive,East,14284,6797976.93,1804405.61,5056052.45,1891802.59,3087873.78,1825785.45,16548.82,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Mar-2024,Hyderabad,Manning-Acosta,Inactive,East,11898,4312663.68,1016313.36,3400852.91,1572754.93,1756349.11,441043,17916.82,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%
Oct-2023,Ahmedabad,Bauer-Woods,Inactive,South,13783,5074409.99,1193760.05,3946495.71,1426025.98,2457928.2,1050311.61,20646.86,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%
Nov-2023,Ahmedabad,Bauer-Woods,Inactive,South,14897,4475902.79,790191.04,3789041.57,1462113,2241591.04,927073.9,17768.82,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Dec-2023,Ahmedabad,Bauer-Woods,Inactive,South,10839,3504209.62,812402.81,2766932.59,1255677.97,1434468.86,238875.48,24878.41,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%
Jan-2024,Ahmedabad,Bauer-Woods,Inactive,South,11648,4707993.61,777356.21,3988439.12,1402568.87,2500362.88,1261284.05,29472.03,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Feb-2024,Ahmedabad,Bauer-Woods,Inactive,South,11017,5115945.33,1376824.42,3810731.18,1583585.23,2117150.07,713471.8,11963.1,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Mar-2024,Ahmedabad,Bauer-Woods,Inactive,South,13261,5013098.12,1040450.51,4060858.79,1596631.06,2329845.23,860156.53,13885.84,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%
Oct-2023,Pune,"Thomas, Hanson and Robles",Active,East,14869,7222391.95,1109861.71,6148754.05,2498464.79,3517127.53,2157713.2,29619.05,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%
Nov-2023,Pune,"Thomas, Hanson and Robles",Active,East,12074,5169702.25,1240922.4,4068469.4,1744287.53,2210213.56,857667.08,28328.93,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%
